zone	svr_type	svr_ip	svr_port	name	data_type	value	info	section	scope	source	edit_level	default_value	isdefault
zone1	observer	172.17.0.2	2882	__min_full_resource_pool_memory	INT	2147483648	the min memory value which is specified for a full resource pool.	LOAD_BALANCE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	5368709120	0
zone1	observer	172.17.0.2	2882	memory_chunk_cache_size	CAPACITY	0M	the maximum size of memory cached by memory chunk cache. Range: [0M,], 0 stands for adaptive	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	0M	1
zone1	observer	172.17.0.2	2882	memory_limit_percentage	INT	80	the size of the memory reserved for internal use(for testing purpose). Range: [10, 95]	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	80	1
zone1	observer	172.17.0.2	2882	system_memory	CAPACITY	1G	the memory reserved for internal use which cannot be allocated to any outer-tenant, and should be determined to guarantee every server functions normally. Range: [0M,)	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	0M	0
zone1	observer	172.17.0.2	2882	memory_limit	CAPACITY	6G	the size of the memory reserved for internal use(for testing purpose), 0 means follow memory_limit_percentage. Range: 0, [1G,).	OBSERVER	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	0M	0
zone1	observer	172.17.0.2	2882	memory_reserved	CAPACITY	500M	the size of the system memory reserved for emergency internal use. Range: [10M, total size of memory]	SSTABLE	CLUSTER	DEFAULT	DYNAMIC_EFFECTIVE	500M	1
zone1	observer	172.17.0.2	2882	query_memory_limit_percentage	INT	50	the percentage of tenant memory that can be used by a single SQL. The default value is 50. Range: [0,100]	OBSERVER	TENANT	DEFAULT	DYNAMIC_EFFECTIVE	50	1
zone1	observer	172.17.0.2	2882	vector_index_memory_saving_mode	BOOL	True	Specifies whether to enable the vector index memory saving mode. This can reduce the memory used by the partition table vector index rebuild.	TENANT	TENANT	DEFAULT	DYNAMIC_EFFECTIVE	True	1
zone1	observer	172.17.0.2	2882	ob_vector_memory_limit_percentage	INT	0	Used to control the upper limit percentage of memory resources that the vector_index module can use. Range:[0, 100).The system will adjust automatically if ob_vector_memory_limit_percentage set to 0(by default).	TENANT	TENANT	DEFAULT	DYNAMIC_EFFECTIVE	0	1
zone1	observer	172.17.0.2	2882	rpc_memory_limit_percentage	INT	0	maximum memory for rpc in a tenant, as a percentage of total tenant memory, and 0 means no limit to rpc memory	RPC	TENANT	DEFAULT	DYNAMIC_EFFECTIVE	0	1
